index,a,b,time
road_link_7711,road_node_58338,road_node_36680,8.263322186832657
road_link_7712,road_node_36680,road_node_29119,8.384455929673887
road_link_7713,road_node_54645,road_node_14515,4.666783952067833
road_link_7714,road_node_7951,road_node_7555,8.283047018838246
road_link_7715,road_node_23318,road_node_37229,14.027213444849018
road_link_7716,road_node_37229,road_node_34025,5.37214252672316
road_link_7717,road_node_52440,road_node_49699,0.7213794543145595
road_link_7718,road_node_87026,road_node_38080,3.274699805831896
road_link_7719,road_node_14515,road_node_45037,7.245618219365276
road_link_7720,road_node_45037,road_node_41262,8.175309280267765
road_link_7721,road_node_28232,road_node_36715,4.777982982953779
road_link_7722,road_node_38318,road_node_64474,6.946635327873873
road_link_7723,road_node_64474,road_node_6540,5.34202175985157
road_link_7724,road_node_4260,road_node_81085,11.242668140604453
road_link_7725,road_node_38836,road_node_2465,6.859325786459541
road_link_7726,road_node_81085,road_node_35315,10.230545598047682
road_link_7727,road_node_35315,road_node_30099,9.73691694429651
road_link_7728,road_node_30099,road_node_47807,10.588924656822584
road_link_7729,road_node_47807,road_node_42289,10.067070574412558
road_link_7730,road_node_42747,road_node_56890,11.82875050833919
road_link_7731,road_node_42163,road_node_75474,1.759198989174268
road_link_7732,road_node_42289,road_node_59490,9.673071156088934
road_link_7733,road_node_9790,road_node_72938,25.646014354763444
road_link_7734,road_node_72938,road_node_90266,22.66268327660928
road_link_7735,road_node_4377,road_node_55664,22.675498397904917
road_link_7736,road_node_55664,road_node_71640,48.723024851725896
road_link_7737,road_node_71640,road_node_6566,181.28776760686083
road_link_7738,road_node_6566,road_node_91549,153.53239294478809
road_link_7739,road_node_59490,road_node_18413,15.043345565419262
road_link_7740,road_node_2939,road_node_9489,8.924660246041627
road_link_7741,road_node_12335,road_node_40409,12.089094666499753
road_link_7742,road_node_40409,road_node_54911,1.2854677386248354
road_link_7743,road_node_54911,road_node_43867,75.8814869343971
road_link_7744,road_node_43867,road_node_43961,0.8972519604870395
road_link_7745,road_node_43961,road_node_5478,33.9391361508448
road_link_7746,road_node_60865,road_node_28838,3.6911161210069414
road_link_7747,road_node_28838,road_node_76524,10.880606922046063
road_link_7748,road_node_9489,road_node_62219,8.699187847342683
road_link_7749,road_node_30448,road_node_19391,22.33594803467213
road_link_7750,road_node_30448,road_node_1874,9.358692218215293
road_link_7751,road_node_64463,road_node_86157,29.66823508861261
road_link_7752,road_node_86157,road_node_86157,9.508730796523974
road_link_7753,road_node_34629,road_node_70584,0.6855748181583855
road_link_7754,road_node_62219,road_node_54904,9.307832095828443
road_link_7755,road_node_86047,road_node_54994,9.014571392141356
road_link_7756,road_node_9613,road_node_65306,8.67365535172267
road_link_7757,road_node_34984,road_node_71286,7.012543318907796
road_link_7758,road_node_2465,road_node_40566,23.671104493631393
road_link_7759,road_node_54994,road_node_46626,9.276672103163824
road_link_7760,road_node_15623,road_node_76429,5.102459862798414
road_link_7761,road_node_76429,road_node_36765,4.177751183123678
road_link_7762,road_node_46626,road_node_81112,9.419110192181641
road_link_7763,road_node_64595,road_node_39204,35.52486131909571
road_link_7764,road_node_39204,road_node_60879,4.416917539633119
road_link_7765,road_node_60879,road_node_56111,23.258204379769573
road_link_7766,road_node_56111,road_node_21754,9.586015059783179
road_link_7767,road_node_18538,road_node_21754,9.660661656012211
road_link_7768,road_node_21754,road_node_7252,13.658566732761404
road_link_7769,road_node_7252,road_node_30099,27.411780289097237
road_link_7770,road_node_39213,road_node_39511,7.804201364760626
road_link_7771,road_node_30099,road_node_17486,14.809853448313376
road_link_7772,road_node_80132,road_node_42581,7.7825131123011335
road_link_7773,road_node_58120,road_node_60879,10.385412050052667
road_link_7774,road_node_154,road_node_83274,19.341364339924997
road_link_7775,road_node_83274,road_node_81085,42.854272273320746
road_link_7776,road_node_9240,road_node_24609,46.336573211603394
road_link_7777,road_node_24609,road_node_57318,20.52350066277776
road_link_7778,road_node_57318,road_node_62025,4.548499068535602
road_link_7779,road_node_62025,road_node_34102,5.995736407631796
road_link_7780,road_node_34102,road_node_12914,10.182718593455563
road_link_7781,road_node_12914,road_node_89898,15.131735413827908
road_link_7782,road_node_58339,road_node_91921,18.56865676711037
road_link_7783,road_node_91921,road_node_58339,51.93422813145495
road_link_7784,road_node_65945,road_node_58323,10.07996798831158
road_link_7785,road_node_59217,road_node_8112,6.362973969523403
road_link_7786,road_node_89898,road_node_70388,11.184290525427523
road_link_7787,road_node_71600,road_node_71600,45.41167815783606
road_link_7788,road_node_35857,road_node_88392,5.606548465595871
road_link_7789,road_node_88392,road_node_38295,2.2491884073041977
road_link_7790,road_node_38295,road_node_60540,23.16658268439267
road_link_7791,road_node_56084,road_node_64142,8.584062624608114
road_link_7792,road_node_64142,road_node_86948,9.130652321303458
road_link_7793,road_node_86948,road_node_126,8.509350896564358
road_link_7794,road_node_40460,road_node_82334,10.345390293233908
road_link_7795,road_node_7729,road_node_34817,9.4224538258549
road_link_7796,road_node_70388,road_node_26062,10.301836937604923
road_link_7797,road_node_34817,road_node_91746,9.036914404331105
road_link_7798,road_node_91746,road_node_24332,4.204140932603539
road_link_7799,road_node_24332,road_node_92797,4.631684038275198
road_link_7800,road_node_92797,road_node_41242,12.395361333243349
road_link_7801,road_node_13684,road_node_7181,1.6401412320606945
road_link_7802,road_node_7181,road_node_58940,10.801129332441649
road_link_7803,road_node_26062,road_node_71057,25.813303715154618
road_link_7804,road_node_55289,road_node_9401,0.6275373593176871
road_link_7805,road_node_9401,road_node_61914,38.0679762033614
road_link_7806,road_node_61914,road_node_65678,38.06081011793976
road_link_7807,road_node_65678,road_node_51477,0.39108388296380825
road_link_7808,road_node_51477,road_node_76902,0.38807307792482254
road_link_7809,road_node_76902,road_node_78722,21.038816861148092
road_link_7810,road_node_78722,road_node_14803,1.3105248095869506
road_link_7811,road_node_7080,road_node_49971,0.639881323596535
road_link_7812,road_node_71057,road_node_25353,35.961970440790736
road_link_7813,road_node_49971,road_node_37685,38.49133630733542
road_link_7814,road_node_37685,road_node_27044,37.44246621557621
road_link_7815,road_node_27044,road_node_77966,0.7407542029682292
road_link_7816,road_node_77966,road_node_12561,0.3816578518711458
road_link_7817,road_node_12561,road_node_40128,20.90624751316736
road_link_7818,road_node_40128,road_node_45451,1.5440661341199573
road_link_7819,road_node_56743,road_node_960,11.369907520245501
road_link_7820,road_node_960,road_node_75995,1.37820181538256
road_link_7821,road_node_75995,road_node_76837,16.01986489458852
road_link_7822,road_node_25353,road_node_25905,29.293331703480682
road_link_7823,road_node_88075,road_node_1477,7.038009025840767
road_link_7824,road_node_3452,road_node_63044,7.354234847324014
road_link_7825,road_node_63044,road_node_61724,7.374736626500947
road_link_7826,road_node_61724,road_node_44665,10.992860896900106
road_link_7827,road_node_65094,road_node_59490,27.274576097500706
road_link_7828,road_node_77462,road_node_27093,18.994001055670648
road_link_7829,road_node_27093,road_node_59210,0.7639590703142143
road_link_7830,road_node_15549,road_node_24221,4.865953130254558
road_link_7831,road_node_24221,road_node_3086,12.439957764008959
road_link_7832,road_node_2898,road_node_89993,13.41328299477268
road_link_7833,road_node_34554,road_node_66175,6.629828775679313
road_link_7834,road_node_66175,road_node_58929,6.9155957629869995
road_link_7835,road_node_58929,road_node_49685,6.6551018470906484
road_link_7836,road_node_59490,road_node_71229,31.10085936670106
road_link_7837,road_node_49685,road_node_61460,6.639731039000755
road_link_7838,road_node_54229,road_node_44547,6.2605583452293505
road_link_7839,road_node_44547,road_node_66475,12.66576761000776
road_link_7840,road_node_66475,road_node_64725,12.461756796101836
road_link_7841,road_node_64725,road_node_53281,0.921829754713064
road_link_7842,road_node_8100,road_node_74865,16.43892479170922
road_link_7843,road_node_50817,road_node_52349,20.47481944424799
road_link_7844,road_node_17907,road_node_45433,3.192165420031319
road_link_7845,road_node_45433,road_node_6291,10.354980700444097
road_link_7846,road_node_51307,road_node_29304,9.748955507471939
road_link_7847,road_node_71229,road_node_80794,13.579445507391343
road_link_7848,road_node_29304,road_node_42156,8.550142049184437
road_link_7849,road_node_42156,road_node_5279,11.52820688040221
road_link_7850,road_node_5279,road_node_37496,11.408827192902399
road_link_7851,road_node_37496,road_node_57138,9.988275343887029
road_link_7852,road_node_57138,road_node_78657,11.767780738106149
road_link_7853,road_node_25613,road_node_26370,9.466321938439107
road_link_7854,road_node_26370,road_node_75369,10.488050880032624
road_link_7855,road_node_75369,road_node_23546,10.039882819395192
road_link_7856,road_node_23546,road_node_84638,10.561795201609712
road_link_7857,road_node_84638,road_node_8482,10.91213203754352
road_link_7858,road_node_62318,road_node_89646,19.215466480603737
road_link_7859,road_node_8482,road_node_69842,0.4891541391984209
road_link_7860,road_node_69842,road_node_83592,9.50045240341364
road_link_7861,road_node_83592,road_node_25950,11.568684144722589
road_link_7862,road_node_25950,road_node_53401,1.6602476347534794
road_link_7863,road_node_53401,road_node_57528,11.954229655952766
road_link_7864,road_node_57528,road_node_43290,10.316621216335559
road_link_7865,road_node_43290,road_node_84003,9.599474405446287
road_link_7866,road_node_84003,road_node_3222,0.7657870520736348
road_link_7867,road_node_3222,road_node_67411,11.055390295921356
road_link_7868,road_node_64972,road_node_64463,10.684165337270583
road_link_7869,road_node_89646,road_node_85181,7.669156282039681
road_link_7870,road_node_73619,road_node_72631,16.381235110181404
road_link_7871,road_node_92244,road_node_85266,10.014696293711864
road_link_7872,road_node_85266,road_node_40669,5.281505036447163
road_link_7873,road_node_41697,road_node_62978,31.95472627048491
road_link_7874,road_node_62978,road_node_17559,31.804192685643923
road_link_7875,road_node_17559,road_node_56058,31.87484782923628
road_link_7876,road_node_56058,road_node_27066,2.107443133321378
road_link_7877,road_node_27066,road_node_33579,2.956037616233192
road_link_7878,road_node_33579,road_node_29041,14.16536405296418
road_link_7879,road_node_85181,road_node_35146,7.034537584237114
road_link_7880,road_node_28190,road_node_63080,4.728932873999626
road_link_7881,road_node_35146,road_node_18413,11.842242161009489
road_link_7882,road_node_63080,road_node_3001,25.788781826788576
road_link_7883,road_node_3001,road_node_46370,33.178107924759
road_link_7884,road_node_46370,road_node_46936,21.86716732138141
road_link_7885,road_node_73803,road_node_27911,4.9375491901096895
road_link_7886,road_node_27911,road_node_52896,0.8757045809983091
road_link_7887,road_node_18413,road_node_69284,8.363819784910762
road_link_7888,road_node_61635,road_node_71687,0.49703506572797235
road_link_7889,road_node_21804,road_node_58214,7.958671668526512
road_link_7890,road_node_58214,road_node_25789,18.55814483330539
road_link_7891,road_node_25789,road_node_91648,5.309877659786408
road_link_7892,road_node_91648,road_node_49151,25.853633251577406
road_link_7893,road_node_49151,road_node_4382,17.288953741431424
road_link_7894,road_node_5667,road_node_30675,10.127710418461836
road_link_7895,road_node_74282,road_node_88040,11.662279180267763
road_link_7896,road_node_69284,road_node_26724,15.904295224176275
road_link_7897,road_node_92024,road_node_30194,35.972478012562625
road_link_7898,road_node_30194,road_node_38021,19.24663345405317
road_link_7899,road_node_42346,road_node_64010,26.165365595550625
road_link_7900,road_node_64010,road_node_62466,38.62258308340008
road_link_7901,road_node_62466,road_node_92342,16.006890098792613
road_link_7902,road_node_5502,road_node_66649,9.452628328874141
road_link_7903,road_node_66649,road_node_23166,9.142253371680392
road_link_7904,road_node_23166,road_node_69984,24.209065475875633
road_link_7905,road_node_26724,road_node_60310,1.1477099863583562
road_link_7906,road_node_72710,road_node_76016,15.110039895075513
road_link_7907,road_node_65633,road_node_72710,8.636789088922335
road_link_7908,road_node_30296,road_node_9721,8.582094379268872
road_link_7909,road_node_79732,road_node_9721,17.656842062674407
road_link_7910,road_node_9721,road_node_76016,8.482176340588657
road_link_7911,road_node_3970,road_node_47331,11.232763987163723
road_link_7912,road_node_47331,road_node_63497,11.116819529981528
road_link_7913,road_node_63497,road_node_34248,11.182502091982814
road_link_7914,road_node_71827,road_node_82369,15.284401600998903
road_link_7915,road_node_60310,road_node_9487,6.880521241899679
road_link_7916,road_node_22971,road_node_64583,14.949497384365324
road_link_7917,road_node_63336,road_node_72464,12.480314997253018
road_link_7918,road_node_72464,road_node_28774,9.743378545387488
road_link_7919,road_node_28774,road_node_4265,19.099326875874382
road_link_7920,road_node_4265,road_node_24640,15.45398637361699
road_link_7921,road_node_24640,road_node_48226,10.700231941782578
road_link_7922,road_node_9487,road_node_10432,15.892275499725457
road_link_7923,road_node_28003,road_node_11224,12.358283660602165
road_link_7924,road_node_11224,road_node_9150,9.16772029787159
road_link_7925,road_node_9150,road_node_2189,19.455483001659385
road_link_7926,road_node_2189,road_node_47760,15.254484282652989
road_link_7927,road_node_47760,road_node_63940,10.780541681903664
road_link_7928,road_node_107,road_node_24640,10.071779479248649
road_link_7929,road_node_1053,road_node_9150,10.02502992752046
road_link_7930,road_node_20482,road_node_1053,19.333122497911212
road_link_7931,road_node_61812,road_node_77601,29.680034668514207
road_link_7932,road_node_26564,road_node_2430,5.630958426983841
road_link_7933,road_node_77601,road_node_33301,33.47064603054225
road_link_7934,road_node_33301,road_node_24494,2.1299609189433317
road_link_7935,road_node_60995,road_node_81239,31.12374563626681
road_link_7936,road_node_71622,road_node_12952,32.240205971952165
road_link_7937,road_node_51762,road_node_73900,11.193519020160615
road_link_7938,road_node_42289,road_node_7045,31.167829449661163
road_link_7939,road_node_73900,road_node_75880,17.082478450719325
road_link_7940,road_node_84664,road_node_3366,13.032775717589718
road_link_7941,road_node_77871,road_node_92104,40.73806619924339
road_link_7942,road_node_66422,road_node_49626,23.786255549914916
road_link_7943,road_node_49626,road_node_55758,27.855001709611045
road_link_7944,road_node_36091,road_node_91648,2.4152687571065603
road_link_7945,road_node_7045,road_node_1932,13.364492672451233
road_link_7946,road_node_71229,road_node_9487,13.275802198657937
road_link_7947,road_node_9487,road_node_15523,9.596719146752974
road_link_7948,road_node_90730,road_node_58983,2.02751217860231
road_link_7949,road_node_58983,road_node_950,5.3596637421997375
road_link_7950,road_node_950,road_node_7994,5.655528891390206
road_link_7951,road_node_7994,road_node_63940,9.676924093730982
road_link_7952,road_node_63940,road_node_48226,19.322122039799062
road_link_7953,road_node_21411,road_node_59077,10.29396283110474
road_link_7954,road_node_59077,road_node_77338,10.063825604364803
road_link_7955,road_node_77338,road_node_77531,10.421383912914415
road_link_7956,road_node_77531,road_node_74790,10.75552707399936
road_link_7957,road_node_74790,road_node_34714,11.408635582737501
road_link_7958,road_node_7169,road_node_27147,16.27681699502069
road_link_7959,road_node_34714,road_node_78142,9.574179807051525
road_link_7960,road_node_36326,road_node_4860,33.776289875599375
road_link_7961,road_node_13068,road_node_25767,14.064301441400904
road_link_7962,road_node_77498,road_node_87698,5.757912812017713
road_link_7963,road_node_87698,road_node_82800,15.584447982059563
road_link_7964,road_node_78142,road_node_28613,9.739136937856383
road_link_7965,road_node_70091,road_node_19647,32.74679971717465
road_link_7966,road_node_19647,road_node_53849,13.358905831877328
road_link_7967,road_node_53849,road_node_82206,23.867232734782807
road_link_7968,road_node_26351,road_node_23144,9.73718657922792
road_link_7969,road_node_10824,road_node_43379,2.9428078174046273
road_link_7970,road_node_23144,road_node_17290,0.7769742341021367
road_link_7971,road_node_17290,road_node_91358,11.75133494966523
road_link_7972,road_node_91358,road_node_7676,0.8644973328047202
road_link_7973,road_node_7676,road_node_2529,7.856187544263934
road_link_7974,road_node_2529,road_node_66976,0.6856942741199886
road_link_7975,road_node_59269,road_node_37729,44.231839433141026
road_link_7976,road_node_70206,road_node_23241,10.512821661721603
road_link_7977,road_node_23399,road_node_29513,35.00343884829667
road_link_7978,road_node_29513,road_node_17342,40.11718151825396
road_link_7979,road_node_17342,road_node_55000,15.333859368583479
road_link_7980,road_node_55000,road_node_22939,7.622614513947837
road_link_7981,road_node_54606,road_node_20839,36.34140263503216
road_link_7982,road_node_60068,road_node_83400,38.9122824358967
road_link_7983,road_node_92969,road_node_57153,0.5846762103594063
road_link_7984,road_node_57153,road_node_83082,9.808181800318664
road_link_7985,road_node_83082,road_node_2337,10.25368503030852
road_link_7986,road_node_2337,road_node_50795,11.99347853764893
road_link_7987,road_node_50795,road_node_15761,1.6673342755948697
road_link_7988,road_node_15761,road_node_62629,11.43883662572381
road_link_7989,road_node_62629,road_node_39297,9.414585547729363
road_link_7990,road_node_39297,road_node_53913,0.6147878637729332
road_link_7991,road_node_53913,road_node_36028,10.881406084955149
road_link_7992,road_node_36028,road_node_45694,10.171568088205861
road_link_7993,road_node_45694,road_node_37114,10.305881352780231
road_link_7994,road_node_37114,road_node_85717,10.478520763380821
road_link_7995,road_node_85717,road_node_79141,9.331904082368235
road_link_7996,road_node_79141,road_node_30892,0.7135778347598093
road_link_7997,road_node_30892,road_node_14050,10.614418097716815
road_link_7998,road_node_26260,road_node_29063,3.1381003783214925
road_link_7999,road_node_51741,road_node_39154,1.9836976627961984
road_link_8000,road_node_29063,road_node_11670,9.537737523939068
road_link_8001,road_node_11670,road_node_3473,4.333515991080288
road_link_8002,road_node_66540,road_node_7318,31.30408005254212
road_link_8003,road_node_60789,road_node_51674,25.20761408095074
road_link_8004,road_node_51674,road_node_86455,2.133570982818637
road_link_8005,road_node_86455,road_node_85754,7.965104953639785
road_link_8006,road_node_85754,road_node_24649,4.991707059302232
road_link_8007,road_node_73338,road_node_44068,6.796106283461652
road_link_8008,road_node_47456,road_node_39465,10.380672773671341
road_link_8009,road_node_7318,road_node_70933,35.854844811085584
road_link_8010,road_node_39465,road_node_9676,10.785640135236063
road_link_8011,road_node_28403,road_node_11660,0.37368708642433945
road_link_8012,road_node_77854,road_node_55162,81.71521812982468
road_link_8013,road_node_1420,road_node_51315,25.650662942748575
road_link_8014,road_node_77445,road_node_32148,8.865378514747933
road_link_8015,road_node_85336,road_node_55916,1.085449598357763
road_link_8016,road_node_70933,road_node_59614,47.22897455659247
road_link_8017,road_node_55916,road_node_91114,15.307851486597594
road_link_8018,road_node_91114,road_node_62015,0.5299284931941091
road_link_8019,road_node_62015,road_node_50514,33.117562269453266
road_link_8020,road_node_50514,road_node_55794,31.89378038546374
road_link_8021,road_node_42842,road_node_83951,0.924561864897235
road_link_8022,road_node_67488,road_node_36190,30.53380531131138
road_link_8023,road_node_57603,road_node_21627,9.356049953346092
road_link_8024,road_node_68377,road_node_55469,9.749065572021703
road_link_8025,road_node_55469,road_node_50841,7.251869547148811
road_link_8026,road_node_44612,road_node_61189,44.73112163150294
road_link_8027,road_node_50841,road_node_24206,5.523706277448259
road_link_8028,road_node_88446,road_node_46573,12.273734959059317
road_link_8029,road_node_2226,road_node_31193,12.943231490035428
road_link_8030,road_node_20243,road_node_12109,21.2487241963688
road_link_8031,road_node_61189,road_node_83444,10.974236181122471
road_link_8032,road_node_87267,road_node_47991,10.591591007405707
road_link_8033,road_node_47991,road_node_20603,1.2902921199117734
road_link_8034,road_node_47011,road_node_85888,8.598281634855129
road_link_8035,road_node_85888,road_node_55060,16.605610119230967
road_link_8036,road_node_68438,road_node_77817,12.745183703907339
road_link_8037,road_node_77817,road_node_6378,8.982046837122075
road_link_8038,road_node_6378,road_node_30112,6.208223732943046
road_link_8039,road_node_30112,road_node_51155,11.861044144111974
road_link_8040,road_node_51155,road_node_52093,14.549050955184327
road_link_8041,road_node_35216,road_node_11718,5.399471422262966
road_link_8042,road_node_83444,road_node_51791,3.0266453925815573
road_link_8043,road_node_52093,road_node_36127,0.9109710349941681
road_link_8044,road_node_23095,road_node_90133,9.177838663675274
road_link_8045,road_node_90133,road_node_8435,17.881402961722223
road_link_8046,road_node_8435,road_node_44920,3.094675768784303
road_link_8047,road_node_44920,road_node_74913,5.068085626579393
road_link_8048,road_node_74913,road_node_38628,35.724706731020504
road_link_8049,road_node_38628,road_node_36302,97.9155525076471
road_link_8050,road_node_51791,road_node_63598,2.802716517278262
road_link_8051,road_node_1702,road_node_60282,8.843312596848486
road_link_8052,road_node_26591,road_node_54828,9.38098822617085
road_link_8053,road_node_15461,road_node_76598,5.552974083170612
road_link_8054,road_node_76598,road_node_4313,2.5959119592150426
road_link_8055,road_node_72593,road_node_23669,5.556957379298097
road_link_8056,road_node_74148,road_node_64882,36.07158890200874
road_link_8057,road_node_69272,road_node_48673,7.83055784950846
road_link_8058,road_node_48673,road_node_5093,8.247850743263275
road_link_8059,road_node_5093,road_node_22527,5.798981061310745
road_link_8060,road_node_22527,road_node_67241,21.675632026784893
road_link_8061,road_node_85141,road_node_77006,3.99301893619199
road_link_8062,road_node_77006,road_node_70003,3.7981623083556424
road_link_8063,road_node_70003,road_node_35606,12.901702074756562
road_link_8064,road_node_46610,road_node_29749,31.309553988766567
road_link_8065,road_node_29749,road_node_39605,35.541871125963496
road_link_8066,road_node_25952,road_node_64706,31.098088908720694
road_link_8067,road_node_40024,road_node_32445,35.23781129164158
road_link_8068,road_node_76746,road_node_58321,2.0893738955445924
road_link_8069,road_node_79229,road_node_86696,2.253569346143997
road_link_8070,road_node_9785,road_node_35819,6.618757763159107
road_link_8071,road_node_81881,road_node_71910,3.5731920368679604
road_link_8072,road_node_29908,road_node_30852,12.734917056141297
road_link_8073,road_node_30852,road_node_66785,12.7714141330907
road_link_8074,road_node_58321,road_node_85937,13.375520972845855
road_link_8075,road_node_85937,road_node_11441,5.834255222892308
road_link_8076,road_node_11441,road_node_83660,5.194984465767729
road_link_8077,road_node_83660,road_node_24930,16.931450234196614
road_link_8078,road_node_45477,road_node_66462,2.044987069332699
road_link_8079,road_node_33551,road_node_78374,23.686493786061384
road_link_8080,road_node_66462,road_node_75413,5.877881247168645
road_link_8081,road_node_52057,road_node_72658,15.506785271396689
road_link_8082,road_node_72658,road_node_75702,19.07888273018928
road_link_8083,road_node_35785,road_node_8991,3.6176123191439045
road_link_8084,road_node_8991,road_node_58830,6.714523349523895
road_link_8085,road_node_58830,road_node_16193,1.7789725598653574
road_link_8086,road_node_75413,road_node_50028,3.2751247174498053
road_link_8087,road_node_2274,road_node_19174,1.836264264300538
road_link_8088,road_node_19174,road_node_90847,1.5617725966133396
road_link_8089,road_node_90847,road_node_36127,5.868979977487016
road_link_8090,road_node_36127,road_node_88266,6.823071005685083
road_link_8091,road_node_88266,road_node_52843,1.0590462679337154
road_link_8092,road_node_52843,road_node_75042,0.5685774801486506
road_link_8093,road_node_29010,road_node_7828,23.981873379841932
road_link_8094,road_node_74679,road_node_21050,8.233005532699547
road_link_8095,road_node_34371,road_node_53187,5.930206628291895
road_link_8096,road_node_22337,road_node_88088,2.90140593438455
road_link_8097,road_node_60076,road_node_60237,2.5264581149059433
road_link_8098,road_node_32641,road_node_36954,39.06149566087764
road_link_8099,road_node_52876,road_node_78460,9.296049285546534
road_link_8100,road_node_36954,road_node_39473,31.139165643468772
road_link_8101,road_node_39473,road_node_93048,32.54474574316899
road_link_8102,road_node_23018,road_node_50350,39.108433464791204
road_link_8103,road_node_17723,road_node_30733,26.106372110170813
road_link_8104,road_node_30733,road_node_61999,11.454689885776194
road_link_8105,road_node_25757,road_node_87722,34.148074100090916
road_link_8106,road_node_83697,road_node_77125,11.11226936489985
road_link_8107,road_node_77125,road_node_92300,5.694279533315052
road_link_8108,road_node_92300,road_node_88991,6.524625583177268
road_link_8109,road_node_88991,road_node_34099,17.07891396292924
road_link_8110,road_node_11953,road_node_24612,31.23481469038457
road_link_8111,road_node_24612,road_node_73394,0.40462902454367233
road_link_8112,road_node_91641,road_node_49087,19.01243095712632
road_link_8113,road_node_49087,road_node_81685,11.172030336731229
road_link_8114,road_node_22241,road_node_37776,37.980165287853055
road_link_8115,road_node_81685,road_node_50174,23.027563085535792
road_link_8116,road_node_50174,road_node_34099,10.614634681676614
road_link_8117,road_node_4635,road_node_89355,17.446379665436474
road_link_8118,road_node_89355,road_node_83887,19.457757332766903
road_link_8119,road_node_83887,road_node_50254,1.8068840320383401
road_link_8120,road_node_50254,road_node_58801,6.045758889046206
road_link_8121,road_node_58801,road_node_43093,6.0075613997488375
road_link_8122,road_node_43093,road_node_87298,0.4018414400864207
road_link_8123,road_node_5643,road_node_36699,1.3939433339500165
road_link_8124,road_node_69773,road_node_39057,37.94977260102427
road_link_8125,road_node_61758,road_node_18435,10.09791776961004
road_link_8126,road_node_18435,road_node_4461,7.884740242968593
road_link_8127,road_node_4461,road_node_89887,8.606587062496809
road_link_8128,road_node_89887,road_node_48985,0.9448789875654162
road_link_8129,road_node_81864,road_node_43423,27.930833127271725
road_link_8130,road_node_43423,road_node_27221,41.60509156839151
road_link_8131,road_node_70053,road_node_2332,29.749578484198558
road_link_8132,road_node_43578,road_node_48488,21.06196514565687
road_link_8133,road_node_39443,road_node_43578,15.471699094926405
road_link_8134,road_node_43578,road_node_29740,9.488641591037046
road_link_8135,road_node_29740,road_node_89751,11.410797878863468
road_link_8136,road_node_2332,road_node_80998,40.74140071402851
road_link_8137,road_node_58157,road_node_16795,0.5242982815293172
road_link_8138,road_node_43249,road_node_51773,13.15073256565958
road_link_8139,road_node_51773,road_node_4045,1.1909640157856576
road_link_8140,road_node_85185,road_node_66015,8.835174414434286
road_link_8141,road_node_69061,road_node_45881,29.47776356693577
road_link_8142,road_node_58877,road_node_64245,40.77705946118465
road_link_8143,road_node_6834,road_node_45076,13.244612109210324
road_link_8144,road_node_45076,road_node_67812,19.90604180611108
road_link_8145,road_node_67812,road_node_33711,4.919500095138303
road_link_8146,road_node_33711,road_node_28700,3.548984111495286
road_link_8147,road_node_28700,road_node_60077,11.145234550708956
road_link_8148,road_node_60077,road_node_67423,20.080151601203955
road_link_8149,road_node_67423,road_node_7358,36.804723699518455
road_link_8150,road_node_45881,road_node_69061,28.40520486343995
road_link_8151,road_node_6336,road_node_55698,9.839468432600938
road_link_8152,road_node_85257,road_node_43741,2.3959284803787795
road_link_8153,road_node_16288,road_node_82997,15.402949126478688
road_link_8154,road_node_82997,road_node_15555,15.689411637763138
road_link_8155,road_node_28704,road_node_15474,8.115981704932391
road_link_8156,road_node_68584,road_node_22062,8.129850797908379
road_link_8157,road_node_40610,road_node_64934,6.691624130315958
road_link_8158,road_node_64934,road_node_45283,7.241758014599959
road_link_8159,road_node_89761,road_node_42335,7.999805448282688
road_link_8160,road_node_15555,road_node_42179,15.754530416361735
road_link_8161,road_node_46297,road_node_27517,8.04917138836337
road_link_8162,road_node_27517,road_node_43982,5.136667051741531
road_link_8163,road_node_43982,road_node_59149,3.16862653366801
road_link_8164,road_node_56699,road_node_58748,6.256038023597114
road_link_8165,road_node_58748,road_node_60544,10.908637435323575
road_link_8166,road_node_60544,road_node_44878,10.289967030262062
road_link_8167,road_node_80710,road_node_8489,8.260210445149053
road_link_8168,road_node_8489,road_node_74422,7.927507885655829
road_link_8169,road_node_74422,road_node_20288,20.679630243574167
road_link_8170,road_node_20288,road_node_49582,6.478480341650689
road_link_8171,road_node_42179,road_node_91688,15.807930954098877
road_link_8172,road_node_49582,road_node_81367,6.310597208616587
road_link_8173,road_node_81367,road_node_35289,8.726770420099568
road_link_8174,road_node_35289,road_node_76230,19.296469377045177
road_link_8175,road_node_47536,road_node_34932,8.043351134002746
road_link_8176,road_node_34932,road_node_61626,8.091227902998439
road_link_8177,road_node_88298,road_node_61078,19.000412644849245
road_link_8178,road_node_45370,road_node_20481,8.557776802484407
road_link_8179,road_node_20481,road_node_8176,8.471075805295323
road_link_8180,road_node_8176,road_node_4179,10.624431773507972
road_link_8181,road_node_4976,road_node_79953,8.50183895445006
road_link_8182,road_node_91688,road_node_41983,15.363261120686612
road_link_8183,road_node_37047,road_node_23108,8.022595174668725
road_link_8184,road_node_23108,road_node_64428,8.316300077087618
road_link_8185,road_node_64179,road_node_57120,8.03876922023507
road_link_8186,road_node_57120,road_node_3869,8.198591925419018
road_link_8187,road_node_50557,road_node_81216,4.931657117595097
road_link_8188,road_node_81216,road_node_47510,4.491369373863445
road_link_8189,road_node_47510,road_node_50317,9.087593389195805
road_link_8190,road_node_33888,road_node_79019,10.969229357270853
